psim_07_m,YieldEffect,speiJu_class
2.377197998046875,-0.003011928007715159,2
2.46235302734375,-0.0036843335389156184,2
2.5567880859375,-0.0026262014482594798,2
2.6670810546875,-0.005267198384824923,2
2.781466064453125,-8.302608373804143e-4,2
3.0342900390625,0.0014919487873621406,2
3.9,0.005469576041772006,2
0.289343994140625,-0.26634629068237325,3
1.002447998046875,-0.06744799123778486,3
1.127260009765625,0.0018394906684833234,3
1.2076259765625,0.014532779026541376,3
1.269990966796875,0.02804238302316253,3
1.3220360107421876,0.03661592277105963,3
1.366802001953125,0.03842930042843673,3
1.4083160400390624,0.0411900402096414,3
1.4500260009765624,0.04235562497017198,3
1.4936590576171875,0.04106363052362555,3
1.5346429443359375,0.041669466012142053,3
1.5772559814453124,0.03897737936950024,3
1.618737060546875,0.04117848174080957,3
1.6616689453125,0.039648836511916585,3
1.703678955078125,0.03642276721513782,3
1.7457490234375,0.03300634454455881,3
1.786552001953125,0.028621942175320048,3
1.82781201171875,0.025864329289247312,3
1.8691839599609374,0.025039478892012967,3
1.912177978515625,0.023582259470242117,3
1.9557340087890625,0.020157143426649038,3
2.0017330322265625,0.018291167194850855,3
2.048903076171875,0.01604800566724679,3
2.099927001953125,0.01152083639214957,3
2.154883056640625,0.0053176657707784125,3
2.21034912109375,-7.204706905696856e-4,3
2.26781494140625,-0.006505214039771612,3
2.32843798828125,-0.010343152311155901,3
2.38885693359375,-0.017208966063630676,3
2.458676025390625,-0.023201910650356233,3
2.54052587890625,-0.02809189959367353,3
2.637881103515625,-0.03133609551401592,3
2.740506103515625,-0.032791738149476474,3
2.887155029296875,-0.03003595010022092,3
3.155637939453125,-0.03845093899863075,3
3.760614013671875,-0.0418665160859541,3
3.9,-0.0417845606463112,3
0.852094970703125,0.014049749284756845,4
1.2741689453125,0.0974262223507657,4
1.50539599609375,0.11318358240190687,4
1.6656409912109376,0.10762830586158281,4
1.7747139892578125,0.1084041275676239,4
1.8688929443359374,0.10674792158131265,4
1.9406619873046875,0.09893101843073279,4
2.0114010009765626,0.09163590327940074,4
2.077298095703125,0.08459838554865017,4
2.136446044921875,0.07449931487514923,4
2.195389892578125,0.06821041326124566,4
2.243489013671875,0.062270807272561506,4
2.295158935546875,0.04898338900749022,4
2.34049609375,0.04776457537029135,4
2.37752294921875,0.037244864674314385,4
2.415554931640625,0.019683633820907077,4
2.4530859375,0.010351549156230678,4
2.491412109375,0.0025382988186603717,4
2.5323798828125,-0.00344217692729421,4
2.576239990234375,-0.005221005165988205,4
2.619625,-0.010969054203680753,4
2.66427294921875,-0.016326514962070826,4
2.71439599609375,-0.019808343393419796,4
2.76839990234375,-0.023154688256881814,4
2.81822412109375,-0.035014305805681045,4
2.87951611328125,-0.03989558823736035,4
2.953219970703125,-0.04847493776769428,4
3.04697509765625,-0.05362449488846653,4
3.16695703125,-0.0597221694268258,4
3.33360107421875,-0.05485931357898903,4
3.5020400390625,-0.05723514023055232,4
3.719422119140625,-0.07600753944960605,4
3.9,-0.0844004179884449,4
